TIMESTAMP,BAROMETRIC_PRESSURE(KPA),ENGINE_COOLANT_TEMP,FUEL_LEVEL,ENGINE_LOAD,AMBIENT_AIR_TEMP,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,MAF,LONG TERM FUEL TRIM BANK 2,AIR_INTAKE_TEMP,FUEL_PRESSURE,SPEED,SHORT TERM FUEL TRIM BANK 2,SHORT TERM FUEL TRIM BANK 1,ENGINE_RUNTIME,THROTTLE_POS,DTC_NUMBER,TROUBLE_CODES,TIMING_ADVANCE,EQUIV_RATIO,MIN,HOURS,DAYS_OF_WEEK,MONTHS,YEAR
1502902584418,100,81,48.60%,34.50%,,1008,49,4.71,,62,,0,,,00:04:47,26%,MIL is OFF0 codes,,56.9%,1.0%,13,16,2,8,2017
1502902592446,100,81,48.60%,34.50%,,1005,50,4.67,,62,,0,,,00:04:55,26%,MIL is OFF0 codes,,56.5%,1.0%,13,16,2,8,2017
1502902600481,100,81,48.60%,34.10%,,1004,51,4.74,,63,,0,,,00:05:03,26%,MIL is OFF0 codes,,55.7%,1.0%,13,16,2,8,2017
1502902608491,100,81,48.60%,34.90%,,998,53,4.72,,63,,0,,,00:05:11,26%,MIL is OFF0 codes,,56.1%,1.0%,13,16,2,8,2017
1502902616517,100,81,48.60%,34.90%,,999,92,4.72,,63,,0,,,00:05:19,26%,MIL is OFF0 codes,,55.7%,1.0%,13,16,2,8,2017
1502902624545,100,81,48.60%,37.30%,,1589,47,7.86,,64,,0,,,00:05:27,22%,MIL is OFF0 codes,,60.0%,1.0%,13,16,2,8,2017
1502902632569,100,81,48.60%,26.70%,,2955,33,11.43,,65,,0,,,00:05:35,32%,MIL is OFF0 codes,,77.6%,1.0%,13,16,2,8,2017
1502902640586,100,82,48.60%,36.90%,,1050,50,5.04,,65,,0,,,00:05:43,26%,MIL is OFF0 codes,,53.7%,1.0%,13,16,2,8,2017
1502913547740,100,77,51.00%,29.40%,,1005,46,4.16,,42,,0,,,00:02:40,24%,MIL is OFF0 codes,,56.9%,1.0%,0,19,2,8,2017
1502913555751,100,79,51.00%,36.50%,,1004,51,5.49,,43,,8,,,00:02:47,27%,MIL is OFF0 codes,,54.9%,1.0%,0,19,2,8,2017
1502913563760,100,79,49.80%,31.00%,,1069,58,4.63,,43,,4,,,00:02:55,25%,MIL is OFF0 codes,,59.6%,1.0%,0,19,2,8,2017
1502913571764,100,79,50.60%,32.20%,,1034,47,4.61,,44,,0,,,00:03:03,25%,MIL is OFF0 codes,,53.3%,1.0%,0,19,2,8,2017
1502913579766,100,79,49.80%,30.20%,,1013,47,4.28,,44,,0,,,00:03:11,24%,MIL is OFF0 codes,,58.4%,1.0%,0,19,2,8,2017
1502913587785,100,79,49.80%,29.00%,,1010,47,4.07,,45,,0,,,00:03:19,24%,MIL is OFF0 codes,,56.5%,1.0%,0,19,2,8,2017
1502913595804,100,79,49.40%,29.00%,,1004,46,4.07,,45,,0,,,00:03:27,24%,MIL is OFF0 codes,,56.1%,1.0%,0,19,2,8,2017
1502913603818,100,79,49.40%,29.00%,,1005,47,4.11,,46,,0,,,00:03:35,24%,MIL is OFF0 codes,,58.4%,1.0%,0,19,2,8,2017
1502913611823,100,79,49.00%,29.00%,,1015,45,4.09,,47,,0,,,00:03:43,24%,MIL is OFF0 codes,,58.8%,1.0%,0,19,2,8,2017
1502913619832,100,79,49.00%,29.00%,,1013,47,4.1,,47,,0,,,00:03:51,24%,MIL is OFF0 codes,,57.3%,1.0%,0,19,2,8,2017
1502913627836,100,79,49.00%,29.40%,,1000,46,4.2,,48,,0,,,00:03:59,24%,MIL is OFF0 codes,,58.0%,1.0%,0,19,2,8,2017
1502913635855,100,79,49.00%,29.40%,,1012,46,4.14,,48,,0,,,00:04:07,24%,MIL is OFF0 codes,,58.8%,1.0%,0,19,2,8,2017
1502913643863,100,79,49.00%,29.00%,,1005,46,4.13,,49,,0,,,00:04:15,24%,MIL is OFF0 codes,,58.8%,1.0%,0,19,2,8,2017
1502913651869,100,79,49.00%,30.20%,,1002,45,4.17,,49,,0,,,00:04:23,24%,MIL is OFF0 codes,,57.6%,1.0%,0,19,2,8,2017
1502913659892,100,79,49.00%,29.80%,,999,46,4.11,,50,,0,,,00:04:31,24%,MIL is OFF0 codes,,57.6%,1.0%,0,19,2,8,2017
1502913667914,100,79,49.00%,29.80%,,1000,45,4.14,,50,,0,,,00:04:39,24%,MIL is OFF0 codes,,57.6%,1.0%,0,19,2,8,2017
1502913675927,100,79,49.00%,31.40%,,1002,45,4.29,,51,,0,,,00:04:47,25%,MIL is OFF0 codes,,57.3%,1.0%,0,19,2,8,2017
1502913683947,100,79,49.00%,30.60%,,1002,45,4.29,,51,,0,,,00:04:55,24%,MIL is OFF0 codes,,58.8%,1.0%,0,19,2,8,2017
1502913691968,100,79,49.00%,31.00%,,989,45,4.18,,51,,0,,,00:05:03,24%,MIL is OFF0 codes,,56.9%,1.0%,0,19,2,8,2017
1502913699979,100,79,49.00%,30.60%,,1012,47,4.21,,52,,0,,,00:05:11,24%,MIL is OFF0 codes,,56.5%,1.0%,0,19,2,8,2017
1502913707982,100,79,49.00%,30.60%,,1004,47,4.26,,52,,0,,,00:05:19,24%,MIL is OFF0 codes,,56.1%,1.0%,0,19,2,8,2017
1502913716002,100,79,49.00%,30.20%,,1004,45,4.25,,52,,0,,,00:05:27,24%,MIL is OFF0 codes,,59.6%,1.0%,0,19,2,8,2017
1502913724029,100,79,49.00%,29.80%,,1010,46,4.18,,53,,0,,,00:05:35,24%,MIL is OFF0 codes,,55.7%,1.0%,0,19,2,8,2017
1502913732036,100,79,49.00%,30.20%,,1003,78,4.18,,53,,9,,,00:05:43,24%,MIL is OFF0 codes,,56.9%,1.0%,0,19,2,8,2017
1502913740053,100,79,47.10%,25.50%,,1139,47,4.25,,53,,4,,,00:05:51,25%,MIL is OFF0 codes,,71.4%,1.0%,0,19,2,8,2017
1502913748059,100,79,49.00%,27.10%,,1124,46,4.33,,53,,0,,,00:05:59,24%,MIL is OFF0 codes,,57.3%,1.0%,0,19,2,8,2017
1502913756069,100,79,47.10%,29.80%,,1001,47,4.14,,53,,0,,,00:06:07,24%,MIL is OFF0 codes,,56.5%,1.0%,0,19,2,8,2017
1502913764083,100,79,47.80%,30.60%,,999,47,4.18,,53,,0,,,00:06:15,24%,MIL is OFF0 codes,,58.0%,1.0%,0,19,2,8,2017
1502913772104,100,78,48.60%,30.60%,,1005,47,4.24,,53,,0,,,00:06:23,24%,MIL is OFF0 codes,,57.3%,1.0%,0,19,2,8,2017
1502913780112,100,78,49.00%,29.80%,,1003,46,4.12,,54,,0,,,00:06:31,24%,MIL is OFF0 codes,,57.3%,1.0%,0,19,2,8,2017
1502913788135,100,78,49.40%,30.20%,,1007,47,4.09,,54,,0,,,00:06:39,24%,MIL is OFF0 codes,,56.9%,1.0%,0,19,2,8,2017
1502913796156,100,78,49.40%,30.20%,,1006,47,4.15,,54,,0,,,00:06:47,24%,MIL is OFF0 codes,,58.4%,1.0%,0,19,2,8,2017
1502913804165,100,78,49.80%,30.20%,,1015,48,4.19,,55,,0,,,00:06:56,24%,MIL is OFF0 codes,,57.6%,1.0%,0,19,2,8,2017
1502913812186,100,78,49.80%,30.20%,,1015,45,4.18,,55,,0,,,00:07:03,24%,MIL is OFF0 codes,,58.8%,1.0%,0,19,2,8,2017
1502913820193,100,78,49.80%,30.20%,,1010,47,4.17,,55,,0,,,00:07:12,24%,MIL is OFF0 codes,,57.6%,1.0%,0,19,2,8,2017
1502913828198,100,78,49.80%,30.20%,,998,46,4.17,,55,,0,,,00:07:19,24%,MIL is OFF0 codes,,55.3%,1.0%,0,19,2,8,2017
1502913836219,100,78,49.80%,30.20%,,1009,47,4.15,,56,,0,,,00:07:27,24%,MIL is OFF0 codes,,56.5%,1.0%,0,19,2,8,2017
1502913844243,100,78,49.80%,30.20%,,995,46,4.14,,56,,0,,,00:07:36,24%,MIL is OFF0 codes,,57.6%,1.0%,0,19,2,8,2017
1502913852263,100,78,49.80%,30.20%,,1007,45,4.13,,56,,0,,,00:07:44,24%,MIL is OFF0 codes,,56.9%,1.0%,0,19,2,8,2017
1502913860266,100,78,49.80%,30.20%,,1012,46,4.14,,56,,0,,,00:07:52,24%,MIL is OFF0 codes,,56.1%,1.0%,0,19,2,8,2017
1502913868274,100,79,49.80%,30.20%,,1005,47,4.08,,56,,0,,,00:07:59,24%,MIL is OFF0 codes,,56.9%,1.0%,0,19,2,8,2017
1502913876283,100,79,49.80%,29.40%,,995,46,4.05,,57,,0,,,00:08:07,24%,MIL is OFF0 codes,,56.9%,1.0%,0,19,2,8,2017
1502913884289,100,79,49.80%,30.20%,,1007,46,4.15,,57,,0,,,00:08:15,24%,MIL is OFF0 codes,,56.1%,1.0%,0,19,2,8,2017
1502913892296,100,79,49.80%,29.80%,,1003,45,4.15,,57,,0,,,00:08:23,24%,MIL is OFF0 codes,,56.5%,1.0%,0,19,2,8,2017
1502913900305,100,78,49.80%,30.20%,,1024,65,4.23,,57,,6,,,00:08:32,24%,MIL is OFF0 codes,,58.8%,1.0%,0,19,2,8,2017
1502913908310,100,78,49.40%,34.10%,,1072,41,5.02,,57,,5,,,00:08:40,26%,MIL is OFF0 codes,,56.5%,1.0%,0,19,2,8,2017
1502913916325,100,78,49.40%,35.70%,,1012,46,4.94,,58,,0,,,00:08:48,26%,MIL is OFF0 codes,,48.6%,1.0%,0,19,2,8,2017
1502913924333,100,79,48.20%,29.80%,,1014,47,4.14,,58,,0,,,00:08:56,24%,MIL is OFF0 codes,,57.6%,1.0%,0,19,2,8,2017
1502913932338,100,79,48.20%,30.60%,,1014,50,4.17,,58,,0,,,00:09:04,24%,MIL is OFF0 codes,,56.9%,1.0%,0,19,2,8,2017
1502913940349,100,79,48.60%,30.60%,,1017,46,4.16,,58,,0,,,00:09:11,24%,MIL is OFF0 codes,,55.7%,1.0%,0,19,2,8,2017
1502913948354,100,79,48.60%,30.20%,,1015,47,4.51,,59,,0,,,00:09:20,25%,MIL is OFF0 codes,,58.0%,1.0%,0,19,2,8,2017
1502913956360,100,79,48.60%,30.20%,,1007,47,4.09,,59,,0,,,00:09:28,24%,MIL is OFF0 codes,,58.0%,1.0%,0,19,2,8,2017
1502913964366,100,79,48.60%,30.60%,,994,47,4.17,,59,,0,,,00:09:35,24%,MIL is OFF0 codes,,56.5%,1.0%,0,19,2,8,2017
1502913972371,100,79,48.60%,29.80%,,1014,45,4.15,,59,,0,,,00:09:43,24%,MIL is OFF0 codes,,58.4%,1.0%,0,19,2,8,2017
1502913980385,100,79,47.50%,57.60%,,994,37,7.51,,59,,9,,,00:09:52,30%,MIL is OFF0 codes,,51.8%,1.0%,0,19,2,8,2017
1502913988392,100,79,47.10%,25.50%,,1162,49,4.04,,59,,0,,,00:10:00,24%,MIL is OFF0 codes,,67.5%,1.0%,0,19,2,8,2017
1502913996407,100,79,47.80%,29.40%,,1016,46,4.1,,59,,0,,,00:10:07,24%,MIL is OFF0 codes,,58.0%,1.0%,0,19,2,8,2017
1502914004417,100,79,48.60%,30.60%,,1004,45,4.23,,59,,0,,,00:10:16,24%,MIL is OFF0 codes,,57.3%,1.0%,0,19,2,8,2017
1502914012443,100,79,49.00%,31.80%,,1011,46,4.39,,60,,0,,,00:10:24,25%,MIL is OFF0 codes,,56.5%,1.0%,0,19,2,8,2017
1502914020450,100,79,48.60%,52.50%,,1064,60,7.29,,60,,5,,,00:10:32,30%,MIL is OFF0 codes,,52.9%,1.0%,0,19,2,8,2017
1502914028951,100,79,45.10%,37.60%,,1370,79,8.27,,61,,19,,,00:10:40,30%,MIL is OFF0 codes,,63.5%,1.0%,0,19,2,8,2017
1502914036966,100,79,44.30%,26.30%,,1302,63,5.22,,60,,25,,,00:10:49,26%,MIL is OFF0 codes,,68.6%,1.0%,0,19,2,8,2017
1502914045014,100,79,51.00%,28.60%,,1109,56,4.62,,59,,19,,,00:10:57,26%,MIL is OFF0 codes,,65.1%,1.0%,0,19,2,8,2017
1502914053017,100,79,44.70%,24.70%,,1274,32,4.37,,58,,28,,,00:11:05,25%,MIL is OFF0 codes,,57.6%,1.0%,0,19,2,8,2017
1502914061022,100,79,45.10%,23.10%,,1293,38,4.29,,57,,23,,,00:11:13,25%,MIL is OFF0 codes,,59.6%,1.0%,0,19,2,8,2017
1502914069046,100,79,46.30%,27.50%,,1165,40,4.43,,56,,16,,,00:11:21,25%,MIL is OFF0 codes,,58.8%,1.0%,0,19,2,8,2017
1502914077065,100,79,46.70%,24.70%,,1171,39,3.98,,56,,8,,,00:11:29,24%,MIL is OFF0 codes,,65.9%,1.0%,0,19,2,8,2017
1502914085113,100,79,40.80%,18.40%,,1507,54,9.83,,55,,28,,,00:11:37,33%,MIL is OFF0 codes,,67.1%,1.0%,0,19,2,8,2017
1502914096090,100,78,36.90%,21.60%,,2208,26,7.09,,54,,25,,,00:11:45,29%,MIL is OFF0 codes,,77.6%,1.0%,0,19,2,8,2017
1502914104106,100,78,36.90%,44.70%,,2264,78,7.45,,54,,33,,,00:11:56,27%,MIL is OFF0 codes,,67.8%,1.0%,0,19,2,8,2017
1502914112130,100,79,36.50%,47.50%,,1950,41,11.37,,52,,40,,,00:12:04,32%,MIL is OFF0 codes,,67.8%,1.0%,0,19,2,8,2017
1502914120139,100,80,36.90%,36.90%,,1487,58,8.48,,51,,36,,,00:12:12,30%,MIL is OFF0 codes,,69.4%,1.0%,0,19,2,8,2017
1502914128148,100,80,35.70%,32.90%,,1500,53,6.91,,50,,39,,,00:12:20,29%,MIL is OFF0 codes,,70.2%,1.0%,0,19,2,8,2017
1502914136170,100,80,34.50%,18.40%,,1347,29,3.45,,50,,42,,,00:12:28,23%,MIL is OFF0 codes,,52.2%,1.0%,0,19,2,8,2017
1502914144215,100,80,34.90%,18.00%,,1253,64,3.22,,50,,39,,,00:12:36,22%,MIL is OFF0 codes,,54.1%,1.0%,0,19,2,8,2017
1502914152231,100,80,35.70%,40.00%,,1429,54,8.07,,48,,48,,,00:12:44,30%,MIL is OFF0 codes,,66.7%,1.0%,0,19,2,8,2017
1502914160250,100,80,37.30%,31.80%,,1630,47,7.46,,47,,51,,,00:12:52,29%,MIL is OFF0 codes,,70.6%,1.0%,0,19,2,8,2017
1502914168269,100,80,38.00%,31.40%,,1682,48,7.72,,47,,51,,,00:13:00,29%,MIL is OFF0 codes,,71.8%,1.0%,0,19,2,8,2017
1502914176291,100,80,38.00%,17.60%,,1497,30,3.71,,47,,37,,,00:13:08,23%,MIL is OFF0 codes,,55.3%,1.0%,0,19,2,8,2017
1502914184306,100,80,38.00%,20.00%,,1081,33,3.04,,47,,8,,,00:13:16,22%,MIL is OFF0 codes,,62.4%,1.0%,0,19,2,8,2017
1502914192319,100,81,39.20%,24.30%,,970,43,3.6,,46,,15,,,00:13:24,23%,MIL is OFF0 codes,,59.6%,1.0%,0,19,2,8,2017
1502914200339,100,80,37.60%,31.40%,,1863,31,4.72,,46,,25,,,00:13:32,25%,MIL is OFF0 codes,,72.2%,1.0%,0,19,2,8,2017
1502914208349,100,81,46.70%,18.40%,,1166,32,2.96,,46,,11,,,00:13:40,22%,MIL is OFF0 codes,,59.2%,1.0%,0,19,2,8,2017
1502914216380,100,81,50.60%,20.00%,,1077,35,2.99,,46,,9,,,00:13:48,22%,MIL is OFF0 codes,,62.7%,1.0%,0,19,2,8,2017
1502914224406,100,82,48.60%,19.20%,,1105,35,3.08,,46,,8,,,00:13:56,22%,MIL is OFF0 codes,,49.0%,1.0%,0,19,2,8,2017
1502914232429,100,83,45.50%,24.30%,,1046,37,3.5,,46,,4,,,00:14:04,23%,MIL is OFF0 codes,,61.6%,1.0%,0,19,2,8,2017
1502914240431,100,83,43.90%,20.80%,,1082,57,3.55,,45,,5,,,00:14:12,23%,MIL is OFF0 codes,,47.8%,1.0%,0,19,2,8,2017
1502914248459,100,84,41.20%,27.10%,,1412,48,5.36,,45,,21,,,00:14:20,26%,MIL is OFF0 codes,,62.4%,1.0%,0,19,2,8,2017
1502914258559,100,85,38.40%,16.10%,,2205,54,5.07,,44,,34,,,00:14:28,25%,MIL is OFF0 codes,,66.7%,1.0%,0,19,2,8,2017
1502914269049,100,86,36.50%,17.30%,,1835,28,4.74,,43,,40,,,00:14:38,24%,MIL is OFF0 codes,,70.2%,1.0%,0,19,2,8,2017
1502914277139,100,87,38.80%,19.60%,,1071,28,2.99,,44,,28,,,00:14:49,22%,MIL is OFF0 codes,,64.7%,1.0%,0,19,2,8,2017
1502914288962,100,86,38.40%,17.30%,,1329,89,3.24,,42,,27,,,00:14:57,23%,MIL is OFF0 codes,,68.2%,1.0%,0,19,2,8,2017
1502914300786,100,86,36.10%,43.50%,,1903,43,10.48,,41,,33,,,00:15:09,31%,MIL is OFF0 codes,,68.2%,1.0%,0,19,2,8,2017
1502914309540,100,87,30.20%,16.10%,,1781,53,4.25,,40,,42,,,00:15:20,24%,MIL is OFF0 codes,,48.6%,1.0%,0,19,2,8,2017
1502914320767,100,87,35.70%,20.00%,,2405,42,7.04,,40,,48,,,00:15:29,29%,MIL is OFF0 codes,,79.6%,1.0%,0,19,2,8,2017
1502914330804,100,87,44.70%,16.50%,,1520,77,3.6,,39,,35,,,00:15:40,23%,MIL is OFF0 codes,,51.0%,1.0%,0,19,2,8,2017
1502914341850,100,87,37.30%,27.80%,,2503,30,9.67,,38,,49,,,00:15:50,30%,MIL is OFF0 codes,,72.2%,1.0%,0,19,2,8,2017
1502914353730,100,88,35.30%,20.00%,,1668,27,4.84,,39,,46,,,00:16:02,25%,MIL is OFF0 codes,,75.7%,1.0%,0,19,2,8,2017
1502914364957,100,87,37.60%,24.70%,,1008,67,3.46,,39,,32,,,00:16:13,23%,MIL is OFF0 codes,,66.7%,1.0%,0,19,2,8,2017
1502914376739,100,87,38.00%,20.00%,,1081,34,2.99,,39,,22,,,00:16:25,22%,MIL is OFF0 codes,,61.2%,1.0%,0,19,2,8,2017
1502914387827,100,87,36.50%,18.00%,,1091,32,2.9,,39,,13,,,00:16:36,22%,MIL is OFF0 codes,,63.5%,1.0%,0,19,2,8,2017
1502914398890,100,88,41.60%,19.20%,,1108,32,2.98,,39,,18,,,00:16:47,22%,MIL is OFF0 codes,,62.7%,1.0%,0,19,2,8,2017
1502914408964,100,89,46.30%,20.00%,,1078,78,3.02,,38,,15,,,00:16:59,22%,MIL is OFF0 codes,,63.9%,1.0%,0,19,2,8,2017
1502914417738,100,89,44.70%,30.20%,,1398,34,6.51,,38,,32,,,00:17:09,28%,MIL is OFF0 codes,,67.1%,1.0%,0,19,2,8,2017
1502914425767,100,90,41.60%,33.30%,,1908,65,9.79,,36,,46,,,00:17:17,32%,MIL is OFF0 codes,,72.5%,1.0%,0,19,2,8,2017
1502914433794,100,90,40.40%,39.20%,,2567,51,15.35,,36,,48,,,00:17:25,33%,MIL is OFF0 codes,,69.4%,1.0%,0,19,2,8,2017
1502914441799,100,90,43.10%,32.90%,,2349,51,11.42,,35,,45,,,00:17:33,31%,MIL is OFF0 codes,,72.2%,1.0%,0,19,2,8,2017
1502914449805,100,90,50.20%,16.10%,,2050,25,5,,36,,33,,,00:17:42,25%,MIL is OFF0 codes,,51.4%,1.0%,0,19,2,8,2017
1502914457810,100,91,50.60%,16.10%,,1732,26,4.08,,36,,32,,,00:17:50,23%,MIL is OFF0 codes,,48.6%,1.0%,0,19,2,8,2017
1502914465818,100,91,53.70%,17.30%,,1252,31,3.02,,37,,6,,,00:17:57,22%,MIL is OFF0 codes,,54.1%,1.0%,0,19,2,8,2017
1502914473836,100,91,51.80%,31.80%,,1649,52,8.11,,37,,20,,,00:18:05,30%,MIL is OFF0 codes,,71.0%,1.0%,0,19,2,8,2017
1502914481857,100,92,47.50%,18.40%,,1822,25,5.03,,37,,19,,,00:18:14,26%,MIL is OFF0 codes,,76.9%,1.0%,0,19,2,8,2017
1502914489863,100,93,49.00%,37.30%,,1696,26,10.27,,36,,32,,,00:18:21,31%,MIL is OFF0 codes,,70.2%,1.0%,0,19,2,8,2017
1502914497868,100,93,45.50%,27.50%,,1989,47,7.84,,36,,45,,,00:18:29,29%,MIL is OFF0 codes,,75.7%,1.0%,0,19,2,8,2017
1502914505884,100,94,40.00%,16.10%,,2400,26,5.83,,36,,40,,,00:18:37,26%,MIL is OFF0 codes,,79.6%,1.0%,0,19,2,8,2017
1502914513951,100,94,46.70%,15.70%,,2350,46,5.62,,35,,51,,,00:18:46,26%,MIL is OFF0 codes,,70.6%,1.0%,0,19,2,8,2017
1502914521996,100,93,49.80%,27.10%,,1660,26,6.54,,36,,47,,,00:18:54,26%,MIL is OFF0 codes,,72.9%,1.0%,0,19,2,8,2017
1502914530003,100,92,38.00%,57.30%,,1482,36,13.21,,35,,38,,,00:19:02,35%,MIL is OFF0 codes,,62.4%,1.0%,0,19,2,8,2017
1502914538012,100,91,35.70%,20.80%,,1332,45,4.06,,36,,20,,,00:19:10,24%,MIL is OFF0 codes,,62.7%,1.0%,0,19,2,8,2017
1502914546032,100,90,38.00%,36.10%,,989,50,5.17,,36,,0,,,00:19:18,26%,MIL is OFF0 codes,,58.0%,1.0%,0,19,2,8,2017
1502914554037,100,89,36.50%,31.80%,,1005,49,4.62,,37,,0,,,00:19:26,25%,MIL is OFF0 codes,,55.3%,1.0%,0,19,2,8,2017
1502914562044,100,89,35.70%,32.90%,,1006,50,4.72,,38,,0,,,00:19:33,25%,MIL is OFF0 codes,,57.3%,1.0%,0,19,2,8,2017
1502914570056,100,88,34.90%,32.20%,,1007,32,5.08,,40,,16,,,00:19:42,29%,MIL is OFF0 codes,,57.3%,1.0%,0,19,2,8,2017
1502914578072,100,88,33.30%,56.10%,,2241,77,18.61,,42,,38,,,00:19:50,35%,MIL is OFF0 codes,,66.3%,1.0%,0,19,2,8,2017
1502914586090,100,88,32.20%,17.60%,,1614,26,4.2,,42,,39,,,00:19:58,26%,MIL is OFF0 codes,,74.5%,1.0%,0,19,2,8,2017
1502914594135,100,88,33.30%,25.90%,,1132,42,4.21,,41,,8,,,00:20:06,24%,MIL is OFF0 codes,,60.0%,1.0%,0,19,2,8,2017
1502914602150,100,87,34.90%,31.80%,,1055,48,4.69,,42,,0,,,00:20:14,25%,MIL is OFF0 codes,,53.3%,1.0%,0,19,2,8,2017
1502914610159,100,87,34.10%,52.20%,,1009,60,7.66,,43,,14,,,00:20:22,31%,MIL is OFF0 codes,,52.9%,1.0%,0,19,2,8,2017
1502914618168,100,86,40.80%,40.40%,,1581,40,9.1,,44,,17,,,00:20:30,31%,MIL is OFF0 codes,,67.8%,1.0%,0,19,2,8,2017
1502914626175,100,86,38.40%,42.40%,,1392,42,6.98,,44,,20,,,00:20:38,29%,MIL is OFF0 codes,,63.5%,1.0%,0,19,2,8,2017
1502914634180,100,86,36.10%,29.80%,,1835,25,7.95,,46,,22,,,00:20:46,29%,MIL is OFF0 codes,,74.1%,1.0%,0,19,2,8,2017
1502914642444,100,85,37.30%,26.30%,,1146,47,4.11,,45,,0,,,00:20:54,24%,MIL is OFF0 codes,,60.0%,1.0%,0,19,2,8,2017
1502914650495,100,85,39.20%,50.60%,,1129,41,8.4,,46,,9,,,00:21:02,30%,MIL is OFF0 codes,,64.3%,1.0%,0,19,2,8,2017
1502914658498,100,84,40.80%,29.40%,,1102,43,4.39,,47,,3,,,00:21:10,25%,MIL is OFF0 codes,,59.2%,1.0%,0,19,2,8,2017
1502914667045,100,84,39.20%,27.10%,,1108,50,4.37,,48,,0,,,00:21:18,25%,MIL is OFF0 codes,,58.0%,1.0%,0,19,2,8,2017
1502914675061,100,84,37.30%,31.40%,,1012,46,4.3,,48,,0,,,00:21:27,25%,MIL is OFF0 codes,,57.3%,1.0%,0,19,2,8,2017
1502914683206,100,84,35.30%,31.00%,,1010,46,4.34,,49,,0,,,00:21:35,25%,MIL is OFF0 codes,,55.7%,1.0%,0,19,2,8,2017
1502914691908,100,84,33.70%,31.40%,,1003,47,4.41,,50,,0,,,00:21:43,25%,MIL is OFF0 codes,,59.2%,1.0%,0,19,2,8,2017
1502914699941,100,84,32.90%,31.80%,,1040,57,6.09,,51,,2,,,00:21:51,28%,MIL is OFF0 codes,,56.1%,1.0%,0,19,2,8,2017
1502914707980,100,84,32.90%,45.50%,,891,65,4.68,,51,,0,,,00:22:00,25%,MIL is OFF0 codes,,65.5%,1.0%,0,19,2,8,2017
1502914719008,100,84,35.30%,40.80%,,1049,52,10.71,,53,,2,,,00:22:07,45%,MIL is OFF0 codes,,51.8%,1.0%,0,19,2,8,2017
1502914727145,100,84,36.10%,32.90%,,963,50,5,,54,,0,,,00:22:19,26%,MIL is OFF0 codes,,64.7%,1.0%,0,19,2,8,2017
1502914735152,101,84,38.40%,,,,100,,,53,,0,,,00:22:25,21%,MIL is OFF0 codes,,63.9%,1.0%,0,19,2,8,2017
1502914743561,101,85,38.80%,,,,100,,,53,,0,,,00:22:25,28%,MIL is OFF0 codes,,63.9%,1.0%,0,19,2,8,2017
1502914751594,,,,,,,,,,,,,,,00:22:25,28%,MIL is OFF0 codes,,63.9%,1.0%,0,19,2,8,2017
1502915120302,100,91,,,,,34,,,53,,0,,,,,,,,,46,21,2,8,2017
1502915128305,100,86,45.10%,33.30%,,1094,69,7,,54,,7,,,00:00:06,29%,MIL is OFF0 codes,,54.1%,,46,21,2,8,2017
1502915136334,100,85,39.60%,37.60%,,1917,99,10.52,,54,,15,,,00:00:14,31%,MIL is OFF0 codes,,70.2%,1.0%,46,21,2,8,2017
