TIMESTAMP,BAROMETRIC_PRESSURE(KPA),ENGINE_COOLANT_TEMP,FUEL_LEVEL,ENGINE_LOAD,AMBIENT_AIR_TEMP,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,MAF,LONG TERM FUEL TRIM BANK 2,AIR_INTAKE_TEMP,FUEL_PRESSURE,SPEED,SHORT TERM FUEL TRIM BANK 2,SHORT TERM FUEL TRIM BANK 1,ENGINE_RUNTIME,THROTTLE_POS,DTC_NUMBER,TROUBLE_CODES,TIMING_ADVANCE,EQUIV_RATIO,MIN,HOURS,DAYS_OF_WEEK,MONTHS,YEAR
1499537182343,,75,,7.50%,,841,45,,,38,,2,,,,4%,MIL is OFF1 codes,P0133,48.2%,,53,18,5,7,2017
1499537212207,,77,,5.10%,,761,36,,,38,,0,,,,3%,MIL is OFF1 codes,P0133,50.6%,,53,18,5,7,2017
1499540892886,,52,,,,,99,,,33,,0,,,,6%,MIL is OFF1 codes,P0133,50.2%,,53,18,5,7,2017
1499540904903,,52,,,,,100,,,33,,0,,,,6%,MIL is OFF1 codes,P0133,50.2%,,53,18,5,7,2017
1499540916913,,50,,,,767,35,,,32,,1,,,,4%,MIL is OFF1 codes,P0133,54.9%,,53,18,5,7,2017
1499540928922,,47,,6.70%,,864,46,,,32,,2,,,,6%,MIL is OFF1 codes,P0133,63.5%,,53,18,5,7,2017
1499540940931,,48,,7.10%,,887,34,,,32,,6,,,,4%,MIL is OFF1 codes,P0133,47.1%,,53,18,5,7,2017
1499540952937,,48,,16.50%,,890,83,,,32,,23,,,,19%,MIL is OFF1 codes,P0133,63.5%,,53,18,5,7,2017
1499540964949,,51,,21.60%,,1129,29,,,31,,25,,,,9%,MIL is OFF1 codes,P0133,33.7%,,53,18,5,7,2017
1499540976965,,51,,5.10%,,879,76,,,33,,26,,,,9%,MIL is OFF1 codes,P0133,56.1%,,53,18,5,7,2017
1499540988975,,53,,34.50%,,2136,23,,,32,,37,,,,13%,MIL is OFF1 codes,P0133,66.7%,,53,18,5,7,2017
1499541000991,,54,,6.30%,,1090,33,,,33,,7,,,,4%,MIL is OFF1 codes,P0133,51.8%,,53,18,5,7,2017
1499541013008,,54,,5.10%,,863,30,,,33,,0,,,,3%,MIL is OFF1 codes,P0133,52.9%,,53,18,5,7,2017
1499541025036,,54,,,,838,30,,,33,,0,,,,3%,MIL is OFF1 codes,P0133,58.4%,,53,18,5,7,2017
1499541037056,,55,,,,835,30,,,33,,0,,,,3%,MIL is OFF1 codes,P0133,57.6%,,53,18,5,7,2017
1499541049065,,56,,,,829,48,,,33,,35,,,,8%,MIL is OFF1 codes,P0133,56.1%,,53,18,5,7,2017
1499541061073,,57,,47.50%,,2516,89,,,33,,70,,,,36%,MIL is OFF1 codes,P0133,71.4%,,53,18,5,7,2017
1499541073091,,57,,43.90%,,2225,29,,,33,,81,,,,19%,MIL is OFF1 codes,P0133,67.8%,,53,18,5,7,2017
1499541085098,,57,,34.10%,,2585,45,,,33,,88,,,,15%,MIL is OFF1 codes,P0133,75.3%,,53,18,5,7,2017
1499541097107,,56,,32.90%,,2705,52,,,33,,83,,,,15%,MIL is OFF1 codes,P0133,77.6%,,53,18,5,7,2017
1499541109114,,55,,42.00%,,2591,71,,,33,,78,,,,19%,MIL is OFF1 codes,P0133,73.7%,,53,18,5,7,2017
1499541121134,,56,,39.60%,,2372,40,,,33,,77,,,,13%,MIL is OFF1 codes,P0133,72.5%,,53,18,5,7,2017
1499541133150,,55,,17.30%,,2657,31,,,33,,86,,,,6%,MIL is OFF1 codes,P0133,80.0%,,53,18,5,7,2017
1499541145161,,54,,26.30%,,2651,63,,,33,,85,,,,13%,MIL is OFF1 codes,P0133,78.8%,,53,18,5,7,2017
1499541157180,,54,,40.80%,,2648,21,,,33,,27,,,,7%,MIL is OFF1 codes,P0133,74.9%,,53,18,5,7,2017
1499541169198,,54,,47.80%,,2043,87,,,33,,46,,,,11%,MIL is OFF1 codes,P0133,63.5%,,53,18,5,7,2017
1499541181209,,56,,48.60%,,2397,93,,,33,,68,,,,24%,MIL is OFF1 codes,P0133,67.8%,,53,18,5,7,2017
1499541193218,,57,,52.90%,,2437,62,,,33,,85,,,,24%,MIL is OFF1 codes,P0133,65.9%,,53,18,5,7,2017
1499541205226,,57,,35.70%,,2902,35,,,33,,96,,,,9%,MIL is OFF1 codes,P0133,78.4%,,53,18,5,7,2017
1499541217246,,57,,31.40%,,3057,20,,,33,,100,,,,15%,MIL is OFF1 codes,P0133,80.0%,,53,18,5,7,2017
1499541229275,,56,,38.00%,,3092,45,,,33,,91,,,,18%,MIL is OFF1 codes,P0133,77.3%,,53,18,5,7,2017
1499541241292,,56,,36.10%,,2694,51,,,33,,78,,,,14%,MIL is OFF1 codes,P0133,77.6%,,53,18,5,7,2017
1499541253302,,57,,52.20%,,2477,73,,,33,,77,,,,17%,MIL is OFF1 codes,P0133,69.0%,,53,18,5,7,2017
1499541265318,,57,,18.80%,,2368,72,,,33,,81,,,,13%,MIL is OFF1 codes,P0133,49.0%,,53,18,5,7,2017
1499541277330,,58,,31.40%,,2605,25,,,33,,82,,,,15%,MIL is OFF1 codes,P0133,76.1%,,53,18,5,7,2017
1499541289342,,58,,23.10%,,2373,86,,,33,,88,,,,26%,MIL is OFF1 codes,P0133,73.7%,,53,18,5,7,2017
1499541301355,,58,,14.50%,,2848,19,,,33,,60,,,,6%,MIL is OFF1 codes,P0133,54.9%,,53,18,5,7,2017
1499541313362,,57,,5.50%,,1347,22,,,34,,42,,,,3%,MIL is OFF1 codes,P0133,52.9%,,53,18,5,7,2017
1499541325381,,57,,6.30%,,1562,69,,,35,,43,,,,7%,MIL is OFF1 codes,P0133,54.9%,,53,18,5,7,2017
1499541337395,,58,,32.90%,,2045,57,,,34,,61,,,,16%,MIL is OFF1 codes,P0133,69.4%,,53,18,5,7,2017
1499541349408,,59,,8.20%,,2207,29,,,34,,15,,,,5%,MIL is OFF1 codes,P0133,45.5%,,53,18,5,7,2017
1499541361413,,59,,,,795,32,,,35,,0,,,,3%,MIL is OFF1 codes,P0133,60.8%,,53,18,5,7,2017
1499541373418,,60,,10.20%,,966,82,,,35,,30,,,,6%,MIL is OFF1 codes,P0133,39.6%,,53,18,5,7,2017
1499541385425,,63,,44.30%,,2471,83,,,35,,61,,,,21%,MIL is OFF1 codes,P0133,67.8%,,53,18,5,7,2017
1499541397429,,64,,7.80%,,2009,61,,,35,,62,,,,4%,MIL is OFF1 codes,P0133,49.0%,,53,18,5,7,2017
1499541409449,,64,,6.70%,,1875,29,,,35,,46,,,,4%,MIL is OFF1 codes,P0133,47.1%,,53,18,5,7,2017
1499541421457,,63,,32.20%,,1714,76,,,35,,70,,,,27%,MIL is OFF1 codes,P0133,64.3%,,53,18,5,7,2017
1499541433468,,63,,16.90%,,2250,34,,,35,,68,,,,7%,MIL is OFF1 codes,P0133,74.9%,,53,18,5,7,2017
1499541445482,,63,,32.90%,,2276,50,,,36,,72,,,,13%,MIL is OFF1 codes,P0133,70.6%,,53,18,5,7,2017
1499541457503,,62,,30.60%,,2159,48,,,36,,66,,,,15%,MIL is OFF1 codes,P0133,71.4%,,53,18,5,7,2017
1499541469549,,62,,8.60%,,2146,19,,,36,,65,,,,5%,MIL is OFF1 codes,P0133,47.1%,,53,18,5,7,2017
1499541481560,,61,,19.20%,,2109,52,,,36,,73,,,,13%,MIL is OFF1 codes,P0133,77.6%,,53,18,5,7,2017
1499541493576,,60,,34.10%,,2393,54,,,36,,81,,,,16%,MIL is OFF1 codes,P0133,72.9%,,53,18,5,7,2017
1499541505596,,60,,35.30%,,2669,50,,,36,,87,,,,16%,MIL is OFF1 codes,P0133,74.9%,,53,18,5,7,2017
1499541517605,,60,,34.50%,,2876,30,,,36,,92,,,,15%,MIL is OFF1 codes,P0133,77.6%,,53,18,5,7,2017
1499541529612,,60,,32.20%,,3039,53,,,36,,101,,,,15%,MIL is OFF1 codes,P0133,78.8%,,53,18,5,7,2017
1499541541625,,59,,45.10%,,3168,55,,,36,,93,,,,20%,MIL is OFF1 codes,P0133,77.3%,,53,18,5,7,2017
1499541553636,,60,,50.20%,,2859,68,,,35,,90,,,,23%,MIL is OFF1 codes,P0133,74.1%,,53,18,5,7,2017
1499541565645,,60,,45.90%,,2909,59,,,36,,90,,,,17%,MIL is OFF1 codes,P0133,71.4%,,53,18,5,7,2017
1499541577656,,60,,18.80%,,2856,29,,,36,,85,,,,9%,MIL is OFF1 codes,P0133,80.0%,,53,18,5,7,2017
1499541589664,,60,,18.80%,,2629,49,,,36,,83,,,,11%,MIL is OFF1 codes,P0133,80.8%,,53,18,5,7,2017
1499541601676,,60,,33.70%,,2671,49,,,36,,86,,,,15%,MIL is OFF1 codes,P0133,76.5%,,53,18,5,7,2017
1499541613682,,60,,42.00%,,2816,55,,,36,,92,,,,17%,MIL is OFF1 codes,P0133,74.9%,,53,18,5,7,2017
1499541625699,,60,,39.20%,,2941,56,,,36,,95,,,,17%,MIL is OFF1 codes,P0133,76.5%,,53,18,5,7,2017
1499541637712,,60,,46.70%,,3068,57,,,35,,100,,,,19%,MIL is OFF1 codes,P0133,76.1%,,53,18,5,7,2017
1499541649721,,60,,53.70%,,3190,57,,,35,,102,,,,21%,MIL is OFF1 codes,P0133,74.1%,,53,18,5,7,2017
1499541661732,,60,,40.00%,,3201,41,,,35,,98,,,,17%,MIL is OFF1 codes,P0133,77.6%,,53,18,5,7,2017
1499541673743,,60,,11.80%,,2936,19,,,36,,82,,,,7%,MIL is OFF1 codes,P0133,82.0%,,53,18,5,7,2017
1499541685756,,60,,10.60%,,2484,54,,,36,,78,,,,9%,MIL is OFF1 codes,P0133,81.2%,,53,18,5,7,2017
1499541697761,,60,,37.60%,,2576,57,,,36,,87,,,,18%,MIL is OFF1 codes,P0133,74.1%,,53,18,5,7,2017
1499541709775,,60,,35.30%,,2767,25,,,35,,85,,,,15%,MIL is OFF1 codes,P0133,76.5%,,53,18,5,7,2017
1499541724785,,60,,14.10%,,2551,28,,,36,,77,,,,7%,MIL is OFF1 codes,P0133,80.8%,,53,18,5,7,2017
1499541736796,,59,,22.40%,,2440,48,,,36,,80,,,,11%,MIL is OFF1 codes,P0133,78.4%,,53,18,5,7,2017
1499541751810,,59,,31.00%,,2686,51,,,36,,96,,,,13%,MIL is OFF1 codes,P0133,77.6%,,53,18,5,7,2017
1499541763820,,59,,31.40%,,3111,48,,,36,,95,,,,12%,MIL is OFF1 codes,P0133,78.8%,,53,18,5,7,2017
1499541775841,,58,,31.80%,,2767,35,,,36,,82,,,,7%,MIL is OFF1 codes,P0133,78.4%,,53,18,5,7,2017
1499541787851,,58,,31.80%,,2606,47,,,36,,83,,,,12%,MIL is OFF1 codes,P0133,76.5%,,53,18,5,7,2017
1499541799868,,58,,24.30%,,2631,50,,,36,,85,,,,12%,MIL is OFF1 codes,P0133,77.6%,,53,18,5,7,2017
1499541811905,,58,,55.70%,,2947,41,,,35,,92,,,,18%,MIL is OFF1 codes,P0133,67.8%,,53,18,5,7,2017
1499541823919,,59,,32.50%,,3007,20,,,35,,98,,,,13%,MIL is OFF1 codes,P0133,78.8%,,53,18,5,7,2017
1499541835940,,58,,27.10%,,3085,29,,,36,,95,,,,17%,MIL is OFF1 codes,P0133,74.1%,,53,18,5,7,2017
1499541847951,,58,,12.90%,,2883,19,,,36,,58,,,,7%,MIL is OFF1 codes,P0133,70.6%,,53,18,5,7,2017
1499541859962,,58,,5.50%,,1334,37,,,36,,41,,,,4%,MIL is OFF1 codes,P0133,52.5%,,53,18,5,7,2017
1499541871971,,59,,39.20%,,1953,19,,,35,,53,,,,23%,MIL is OFF1 codes,P0133,65.5%,,53,18,5,7,2017
1499541883988,,59,,11.80%,,1588,53,,,36,,58,,,,9%,MIL is OFF1 codes,P0133,58.8%,,53,18,5,7,2017
1499541896004,,60,,5.50%,,1834,18,,,36,,51,,,,4%,MIL is OFF1 codes,P0133,44.3%,,53,18,5,7,2017
1499541908012,,59,,5.50%,,1257,29,,,36,,15,,,,4%,MIL is OFF1 codes,P0133,50.2%,,53,18,5,7,2017
1499541920028,,60,,5.50%,,779,33,,,36,,25,,,,4%,MIL is OFF1 codes,P0133,63.5%,,53,18,5,7,2017
1499541932048,,60,,11.40%,,1299,20,,,36,,33,,,,7%,MIL is OFF1 codes,P0133,41.2%,,53,18,5,7,2017
1499541944063,,62,,5.50%,,863,30,,,36,,11,,,,3%,MIL is OFF1 codes,P0133,52.9%,,53,18,5,7,2017
1499541956075,,63,,5.10%,,839,39,,,36,,5,,,,3%,MIL is OFF1 codes,P0133,52.5%,,53,18,5,7,2017
1499541968098,,66,,5.10%,,817,59,,,37,,5,,,,3%,MIL is OFF1 codes,P0133,48.2%,,53,18,5,7,2017
1499541980108,,68,,,,807,65,,,37,,15,,,,3%,MIL is OFF1 codes,P0133,43.1%,,53,18,5,7,2017
1499541992119,,69,,21.60%,,1349,28,,,37,,30,,,,14%,MIL is OFF1 codes,P0133,62.0%,,53,18,5,7,2017
1499542004151,,71,,20.80%,,1377,28,,,37,,37,,,,5%,MIL is OFF1 codes,P0133,63.5%,,53,18,5,7,2017
1499542016176,,71,,23.50%,,1423,38,,,37,,45,,,,7%,MIL is OFF1 codes,P0133,63.5%,,53,18,5,7,2017
1499542028196,,70,,12.50%,,1370,24,,,37,,41,,,,8%,MIL is OFF1 codes,P0133,58.4%,,53,18,5,7,2017
1499542040204,,69,,5.50%,,1215,86,,,38,,42,,,,4%,MIL is OFF1 codes,P0133,55.3%,,53,18,5,7,2017
1499542052221,,69,,12.90%,,1373,24,,,37,,40,,,,7%,MIL is OFF1 codes,P0133,65.9%,,53,18,5,7,2017
1499542064238,,69,,5.90%,,1159,29,,,37,,11,,,,4%,MIL is OFF1 codes,P0133,49.4%,,53,18,5,7,2017
1499542076262,,69,,6.30%,,795,54,,,38,,13,,,,4%,MIL is OFF1 codes,P0133,62.4%,,53,18,5,7,2017
1499542088290,,70,,13.70%,,1226,49,,,38,,18,,,,9%,MIL is OFF1 codes,P0133,61.2%,,53,18,5,7,2017
1499542100305,,72,,17.30%,,1654,48,,,39,,20,,,,9%,MIL is OFF1 codes,P0133,70.6%,,53,18,5,7,2017
1499542112320,,73,,12.90%,,1180,73,,,39,,22,,,,3%,MIL is OFF1 codes,P0133,63.1%,,53,18,5,7,2017
1499542124326,,74,,45.50%,,2078,95,,,39,,58,,,,41%,MIL is OFF1 codes,P0133,63.1%,,53,18,5,7,2017
1499542136343,,74,,59.20%,,2602,66,,,38,,71,,,,32%,MIL is OFF1 codes,P0133,65.5%,,53,18,5,7,2017
1499542148354,,73,,18.40%,,1975,22,,,38,,56,,,,12%,MIL is OFF1 codes,P0133,72.9%,,53,18,5,7,2017
1499542160366,,72,,,,1541,30,,,39,,31,,,,3%,MIL is OFF1 codes,P0133,43.5%,,53,18,5,7,2017
1499542172379,,70,,20.00%,,1409,72,,,39,,40,,,,8%,MIL is OFF1 codes,P0133,64.7%,,53,18,5,7,2017
1499542184391,,69,,35.30%,,1970,83,,,39,,57,,,,18%,MIL is OFF1 codes,P0133,65.5%,,53,18,5,7,2017
1499542196399,,69,,36.50%,,2018,52,,,39,,70,,,,18%,MIL is OFF1 codes,P0133,67.1%,,53,18,5,7,2017
1499542208408,,68,,10.20%,,1944,20,,,39,,46,,,,9%,MIL is OFF1 codes,P0133,44.3%,,53,18,5,7,2017
1499542220416,,67,,10.60%,,1323,70,,,39,,38,,,,17%,MIL is OFF1 codes,P0133,54.9%,,53,18,5,7,2017
1499542232445,,67,,35.30%,,1913,25,,,38,,62,,,,19%,MIL is OFF1 codes,P0133,65.9%,,53,18,5,7,2017
1499542244462,,67,,7.50%,,1970,30,,,39,,15,,,,4%,MIL is OFF1 codes,P0133,44.7%,,53,18,5,7,2017
1499542256473,,67,,23.90%,,1746,55,,,39,,48,,,,19%,MIL is OFF1 codes,P0133,52.9%,,53,18,5,7,2017
1499542268481,,67,,30.60%,,2213,65,,,39,,65,,,,5%,MIL is OFF1 codes,P0133,72.5%,,53,18,5,7,2017
1499542280492,,67,,24.70%,,2135,26,,,39,,30,,,,14%,MIL is OFF1 codes,P0133,71.8%,,53,18,5,7,2017
1499542292504,,66,,28.20%,,1777,58,,,39,,41,,,,6%,MIL is OFF1 codes,P0133,63.5%,,53,18,5,7,2017
1499542304515,,67,,27.80%,,1982,66,,,39,,62,,,,14%,MIL is OFF1 codes,P0133,69.4%,,53,18,5,7,2017
1499542316528,,66,,29.80%,,2091,65,,,39,,73,,,,16%,MIL is OFF1 codes,P0133,71.4%,,53,18,5,7,2017
1499542328537,,66,,35.30%,,2389,47,,,38,,80,,,,16%,MIL is OFF1 codes,P0133,71.8%,,53,18,5,7,2017
1499542340550,,66,,25.50%,,2427,27,,,38,,73,,,,13%,MIL is OFF1 codes,P0133,76.1%,,53,18,5,7,2017
1499542352563,,65,,7.10%,,2063,31,,,39,,13,,,,4%,MIL is OFF1 codes,P0133,50.6%,,53,18,5,7,2017
1499542364578,,64,,24.30%,,1475,76,,,39,,45,,,,15%,MIL is OFF1 codes,P0133,45.5%,,53,18,5,7,2017
1499542376588,,65,,29.80%,,1661,17,,,38,,47,,,,13%,MIL is OFF1 codes,P0133,65.5%,,53,18,5,7,2017
1499542388607,,65,,,,816,70,,,39,,31,,,,7%,MIL is OFF1 codes,P0133,52.5%,,53,18,5,7,2017
1499542400617,,66,,38.80%,,2408,83,,,39,,65,,,,17%,MIL is OFF1 codes,P0133,72.9%,,53,18,5,7,2017
1499542412648,,66,,36.90%,,2207,44,,,38,,73,,,,15%,MIL is OFF1 codes,P0133,69.4%,,53,18,5,7,2017
1499542424664,,66,,23.50%,,2377,38,,,38,,72,,,,11%,MIL is OFF1 codes,P0133,77.3%,,53,18,5,7,2017
1499542436673,,65,,19.60%,,2227,46,,,39,,70,,,,11%,MIL is OFF1 codes,P0133,77.6%,,53,18,5,7,2017
1499542448693,,64,,27.10%,,2167,51,,,38,,63,,,,13%,MIL is OFF1 codes,P0133,72.5%,,53,18,5,7,2017
1499542460706,,64,,25.10%,,1978,28,,,38,,57,,,,4%,MIL is OFF1 codes,P0133,70.2%,,53,18,5,7,2017
1499542472721,,64,,17.30%,,1836,61,,,39,,63,,,,9%,MIL is OFF1 codes,P0133,71.8%,,53,18,5,7,2017
1499542484731,,64,,15.30%,,2000,18,,,38,,55,,,,5%,MIL is OFF1 codes,P0133,58.8%,,53,18,5,7,2017
1499542496764,,63,,6.30%,,1225,32,,,39,,11,,,,3%,MIL is OFF1 codes,P0133,59.6%,,53,18,5,7,2017
1499542508784,,64,,11.80%,,1250,97,,,39,,46,,,,17%,MIL is OFF1 codes,P0133,44.7%,,53,18,5,7,2017
1499542520795,,65,,60.00%,,2656,81,,,38,,85,,,,41%,MIL is OFF1 codes,P0133,53.7%,,53,18,5,7,2017
1499542532814,,65,,17.30%,,2720,48,,,38,,82,,,,13%,MIL is OFF1 codes,P0133,46.7%,,53,18,5,7,2017
1499542544829,,64,,34.10%,,2640,34,,,38,,85,,,,15%,MIL is OFF1 codes,P0133,75.3%,,53,18,5,7,2017
1499542556845,,63,,7.50%,,1926,29,,,39,,15,,,,3%,MIL is OFF1 codes,P0133,44.7%,,53,18,5,7,2017
1499542568857,,63,,14.50%,,1947,81,,,38,,47,,,,14%,MIL is OFF1 codes,P0133,71.4%,,53,18,5,7,2017
1499542580866,,65,,46.30%,,2104,27,,,37,,61,,,,35%,MIL is OFF1 codes,P0133,68.2%,,53,18,5,7,2017
1499542592876,,66,,44.70%,,2007,67,,,37,,65,,,,33%,MIL is OFF1 codes,P0133,62.4%,,53,18,5,7,2017
1499542604886,,66,,33.70%,,2050,68,,,37,,65,,,,17%,MIL is OFF1 codes,P0133,70.6%,,53,18,5,7,2017
1499542616897,,66,,16.10%,,1967,18,,,37,,38,,,,7%,MIL is OFF1 codes,P0133,72.5%,,53,18,5,7,2017
1499542628905,,66,,20.00%,,1038,90,,,38,,41,,,,26%,MIL is OFF1 codes,P0133,47.8%,,53,18,5,7,2017
1499542640912,,66,,42.70%,,2160,76,,,37,,65,,,,23%,MIL is OFF1 codes,P0133,63.1%,,53,18,5,7,2017
1499542652926,,66,,45.10%,,2256,42,,,37,,71,,,,18%,MIL is OFF1 codes,P0133,66.7%,,53,18,5,7,2017
1499542664944,,66,,10.60%,,2075,40,,,38,,66,,,,13%,MIL is OFF1 codes,P0133,44.3%,,53,18,5,7,2017
1499542676956,,65,,10.60%,,2059,18,,,38,,58,,,,6%,MIL is OFF1 codes,P0133,72.9%,,53,18,5,7,2017
1499542688969,,64,,,,1275,70,,,39,,18,,,,4%,MIL is OFF1 codes,P0133,43.5%,,53,18,5,7,2017
1499542700985,,64,,17.30%,,1480,37,,,38,,35,,,,9%,MIL is OFF1 codes,P0133,65.9%,,53,18,5,7,2017
1499542712994,,66,,26.30%,,1692,53,,,38,,51,,,,13%,MIL is OFF1 codes,P0133,66.7%,,53,18,5,7,2017
